onset	duration	onset_sample	stim_type	trigger	stim_file
142.552	0	156807	Unfamiliar	13	meg/u074.bmp
145.742	0	160316	Unfamiliar	14	meg/u074.bmp
149.066	0	163973	Unfamiliar	13	meg/u134.bmp
152.124	0	167336	Unfamiliar	15	meg/u127.bmp
155.381	0	170919	Scrambled	17	meg/s150.bmp
158.573	0	174430	Scrambled	19	meg/s103.bmp
161.813	0	177994	Unfamiliar	13	meg/u077.bmp
164.853	0	181338	Unfamiliar	14	meg/u077.bmp
168.127	0	184940	Unfamiliar	15	meg/u143.bmp
171.335	0	188468	Scrambled	17	meg/s026.bmp
174.525	0	191978	Scrambled	18	meg/s026.bmp
177.599	0	195359	Famous	5	meg/f036.bmp
180.706	0	198777	Famous	6	meg/f036.bmp
183.864	0	202250	Scrambled	17	meg/s101.bmp
186.987	0	205686	Unfamiliar	15	meg/u134.bmp
190.111	0	209122	Unfamiliar	13	meg/u016.bmp
193.235	0	212558	Unfamiliar	14	meg/u016.bmp
196.409	0	216050	Scrambled	19	meg/s150.bmp
199.533	0	219486	Unfamiliar	13	meg/u049.bmp
202.724	0	222996	Scrambled	17	meg/s129.bmp
205.931	0	226524	Scrambled	18	meg/s129.bmp
208.938	0	229832	Famous	5	meg/f038.bmp
212.195	0	233415	Scrambled	17	meg/s001.bmp
215.369	0	236906	Scrambled	19	meg/s101.bmp
218.544	0	240398	Unfamiliar	13	meg/u084.bmp
221.567	0	243724	Unfamiliar	14	meg/u084.bmp
224.775	0	247252	Scrambled	17	meg/s029.bmp
227.932	0	250725	Scrambled	18	meg/s029.bmp
231.089	0	254198	Unfamiliar	15	meg/u049.bmp
234.38	0	257818	Unfamiliar	13	meg/u145.bmp
237.47	0	261217	Scrambled	17	meg/s030.bmp
240.594	0	264653	Famous	7	meg/f038.bmp
243.735	0	268108	Scrambled	17	meg/s060.bmp
247.093	0	271802	Scrambled	19	meg/s001.bmp
250.233	0	275256	Unfamiliar	13	meg/u050.bmp
253.34	0	278674	Unfamiliar	14	meg/u050.bmp
256.581	0	282239	Scrambled	17	meg/s076.bmp
259.705	0	285675	Scrambled	17	meg/s137.bmp
262.828	0	289111	Unfamiliar	15	meg/u145.bmp
265.969	0	292566	Unfamiliar	13	meg/u020.bmp
269.277	0	296205	Unfamiliar	14	meg/u020.bmp
272.384	0	299622	Scrambled	19	meg/s030.bmp
275.675	0	303242	Unfamiliar	13	meg/u056.bmp
278.965	0	306862	Scrambled	19	meg/s060.bmp
282.174	0	310391	Famous	5	meg/f032.bmp
285.23	0	313753	Scrambled	17	meg/s077.bmp
288.387	0	317226	Scrambled	18	meg/s077.bmp
291.495	0	320644	Scrambled	19	meg/s076.bmp
294.685	0	324154	Famous	5	meg/f133.bmp
297.793	0	327572	Famous	6	meg/f133.bmp
300.966	0	331063	Scrambled	19	meg/s137.bmp
304.04	0	334444	Unfamiliar	13	meg/u064.bmp
307.398	0	338138	Unfamiliar	14	meg/u064.bmp
310.405	0	341445	Scrambled	17	meg/s113.bmp
313.429	0	344772	Unfamiliar	15	meg/u056.bmp
316.585	0	348244	Famous	5	meg/f015.bmp
319.576	0	351534	Famous	6	meg/f015.bmp
322.835	0	355118	Famous	7	meg/f032.bmp
325.975	0	358572	Famous	5	meg/f005.bmp
329.165	0	362081	Famous	6	meg/f005.bmp
332.423	0	365665	Famous	5	meg/f115.bmp
335.563	0	369119	Famous	5	meg/f040.bmp
338.804	0	372684	Famous	6	meg/f040.bmp
342.028	0	376231	Scrambled	17	meg/s109.bmp
345.319	0	379851	Scrambled	19	meg/s113.bmp
348.494	0	383343	Scrambled	17	meg/s003.bmp
351.7	0	386870	Scrambled	18	meg/s003.bmp
354.891	0	390380	Unfamiliar	13	meg/u141.bmp
358.115	0	393926	Scrambled	17	meg/s009.bmp
361.189	0	397308	Scrambled	18	meg/s009.bmp
364.446	0	400891	Famous	7	meg/f115.bmp
367.737	0	404511	Scrambled	17	meg/s046.bmp
370.945	0	408039	Scrambled	18	meg/s046.bmp
374.269	0	411696	Unfamiliar	13	meg/u138.bmp
377.426	0	415169	Unfamiliar	14	meg/u138.bmp
380.634	0	418697	Scrambled	19	meg/s109.bmp
383.925	0	422317	Scrambled	17	meg/s094.bmp
386.998	0	425698	Scrambled	18	meg/s094.bmp
390.223	0	429245	Famous	5	meg/f095.bmp
393.279	0	432607	Famous	6	meg/f095.bmp
396.537	0	436191	Unfamiliar	15	meg/u141.bmp
399.761	0	439737	Scrambled	17	meg/s132.bmp
403.002	0	443302	Scrambled	18	meg/s132.bmp
406.025	0	446628	Scrambled	17	meg/s055.bmp
409.233	0	450156	Unfamiliar	13	meg/u005.bmp
412.424	0	453666	Unfamiliar	13	meg/u054.bmp
415.597	0	457157	Famous	5	meg/f022.bmp
418.738	0	460612	Famous	6	meg/f022.bmp
422.079	0	464287	Scrambled	17	meg/s095.bmp
425.253	0	467778	Scrambled	17	meg/s024.bmp
428.294	0	471123	Scrambled	19	meg/s055.bmp
431.501	0	474651	Famous	5	meg/f025.bmp
434.541	0	477995	Famous	6	meg/f025.bmp
437.615	0	481376	Unfamiliar	15	meg/u005.bmp
440.672	0	484739	Famous	5	meg/f137.bmp
443.946	0	488341	Unfamiliar	15	meg/u054.bmp
447.271	0	491998	Unfamiliar	13	meg/u107.bmp
450.445	0	495489	Unfamiliar	13	meg/u108.bmp
453.618	0	498980	Scrambled	19	meg/s095.bmp
456.809	0	502490	Famous	5	meg/f093.bmp
459.95	0	505945	Famous	6	meg/f093.bmp
463.224	0	509546	Scrambled	19	meg/s024.bmp
466.247	0	512872	Unfamiliar	13	meg/u121.bmp
469.538	0	516492	Famous	5	meg/f048.bmp
472.73	0	520003	Famous	7	meg/f137.bmp
475.886	0	523475	Famous	5	meg/f131.bmp
479.044	0	526948	Unfamiliar	15	meg/u107.bmp
482.235	0	530458	Famous	5	meg/f078.bmp
485.425	0	533968	Famous	6	meg/f078.bmp
488.716	0	537588	Unfamiliar	15	meg/u108.bmp
